"id","temp","bar","hum","sol","w.d","w.s","dt"
"45709",15.2,985.26,78.4384,2.1875,293.79496,1.77333,"2008-11-19 14:30"
"45710",15.22,985.33,77.4144,2.02125,300.24101,2.01333,"2008-11-19 14:40"
"45711",15.43,985.33,75.8272,129.2,339.26259,1.30667,"2008-11-19 14:50"
"45712",15.53,985.3,76.0832,185.52,13.34892,1.44,"2008-11-19 15:00"
"45713",16.03,985.37,73.8304,322.16,9.26259,0.96,"2008-11-19 15:10"
"45714",16.06,985.4,72.7552,272.96,258.57194,1.41333,"2008-11-19 15:20"
"45715",15.67,985.66,74.4448,108.56,263.17626,1.65333,"2008-11-19 15:30"
"45716",15.56,985.83,73.3184,2.03,292.06835,2.16,"2008-11-19 15:40"
"45717",15.28,985.93,73.0624,2.05375,264.67266,1.98667,"2008-11-19 15:50"
"45718",14.91,986.13,72.8064,2.05125,343.17626,1.97333,"2008-11-19 16:00"
"45719",14.68,986.26,72.7552,2.09625,272.96043,1.74667,"2008-11-19 16:10"
"45720",14.61,986.43,72.7552,2.06375,237.04676,1.38667,"2008-11-19 16:20"
"45721",14.49,986.56,72.2944,2.1275,311.40648,1.02667,"2008-11-19 16:30"
"45722",14.38,986.7,72.2432,2.0825,312.67266,0.4,"2008-11-19 16:40"
"45723",14.01,986.79,73.4208,2.11625,229.79496,0.97333,"2008-11-19 16:50"
"45724",13.51,987.03,73.472,2.1625,230.3705,1.93333,"2008-11-19 17:00"
"45725",13.2,987.16,73.1136,2.18875,186.28417,0.97333,"2008-11-19 17:10"
"45726",12.99,987.26,73.984,2.16125,185.36331,0.88,"2008-11-19 17:20"
"45727",12.83,987.49,75.0592,2.20625,146.68705,0.58667,"2008-11-19 17:30"
"45728",12.64,987.66,77.824,2.19,135.06115,1.24,"2008-11-19 17:40"
"45729",12.61,987.83,78.6432,2.20375,117.79496,0.92,"2008-11-19 17:50"
"45730",12.57,987.86,78.4384,2.15875,68.75899,0.41333,"2008-11-19 18:00"
"45731",12.6,987.96,77.056,2.1425,218.05396,0.46667,"2008-11-19 18:10"
"45732",12.58,988.03,77.8752,2.155,140.93166,0.62667,"2008-11-19 18:20"
"45733",12.52,988.06,78.0288,2.15375,76.35612,0.77333,"2008-11-19 18:30"
"45734",12.54,988.12,77.4656,2.22,257.8813,1,"2008-11-19 18:40"
"45735",12.52,988.32,79.0016,2.20875,178.45684,0.73333,"2008-11-19 18:50"
"45736",12.49,988.39,78.0288,2.23,297.2482,0.88,"2008-11-19 19:00"
"45737",12.6,988.42,76.8,2.20625,219.55036,0.81333,"2008-11-19 19:10"
"45738",12.68,988.46,76.288,2.1725,116.06834,0.52,"2008-11-19 19:20"
"45739",12.54,988.56,76.7488,2.1975,102.48561,0.85333,"2008-11-19 19:30"
"45740",12.49,988.59,75.4688,2.18875,155.89568,1,"2008-11-19 19:40"
"45741",12.33,988.69,75.6736,2.225,155.43525,1.22667,"2008-11-19 19:50"
"45742",12.16,988.79,76.1856,2.2425,161.30576,1.38667,"2008-11-19 20:00"
"45743",11.89,988.92,77.824,2.255,187.89568,0.90667,"2008-11-19 20:10"
"45744",11.81,989.03,78.9504,2.2225,106.7446,1.58667,"2008-11-19 20:20"
"45745",11.83,989.09,79.4112,2.21625,241.76619,1.38667,"2008-11-19 20:30"
"45746",11.58,989.12,80.4864,2.2125,161.88129,1.66667,"2008-11-19 20:40"
"45747",11.63,989.22,79.616,2.24,156.47122,2.44,"2008-11-19 20:50"
"45748",11.82,989.36,77.9776,2.195,152.09712,1.85333,"2008-11-19 21:00"
"45749",11.97,989.36,76.3904,2.20375,141.96763,2.17333,"2008-11-19 21:10"
"45750",11.88,989.49,76.3904,2.1925,136.21223,2.54667,"2008-11-19 21:20"
"45751",11.83,989.56,75.8784,2.17625,148.52878,2.18667,"2008-11-19 21:30"
"45752",11.79,989.69,75.4688,2.20375,126.31295,1.97333,"2008-11-19 21:40"
"45753",11.81,989.82,74.0864,2.1925,134.94604,1.61333,"2008-11-19 21:50"
"45754",11.73,989.89,73.8816,2.205,129.53597,1.65333,"2008-11-19 22:00"
"45755",11.7,989.95,73.8816,2.1825,133.56475,2.57333,"2008-11-19 22:10"
"45756",11.82,990.05,73.3696,2.18375,124.47122,1.81333,"2008-11-19 22:20"
"45757",11.77,990.09,73.4208,2.22,137.59352,1.49333,"2008-11-19 22:30"
"45758",11.66,990.19,73.9328,2.185,143.92446,2.04,"2008-11-19 22:40"
"45759",11.52,990.22,75.2128,2.1925,120.32734,1.73333,"2008-11-19 22:50"
"45760",11.33,990.32,76.1856,2.18,133.67986,1.61333,"2008-11-19 23:00"
"45761",11.21,990.45,77.056,2.18,139.55036,1.25333,"2008-11-19 23:10"
"45762",11.06,990.62,77.9264,2.2075,181.44964,1.92,"2008-11-19 23:20"
"45763",11.1,990.69,77.1584,2.215,140.70144,1.65333,"2008-11-19 23:30"
"45764",10.9,990.76,77.568,2.2125,127.34892,1.56,"2008-11-19 23:40"
"45765",10.42,990.76,79.4624,2.21375,125.6223,2.10667,"2008-11-19 23:50"
"45766",10.55,990.72,79.3088,2.2325,119.86691,1.70667,"2008-11-20 00:00"
"45767",11.39,990.72,73.7792,2.24375,130.22662,2.16,"2008-11-20 00:10"
"45768",11.88,990.76,70.144,2.23375,199.17626,2.22667,"2008-11-20 00:20"
"45769",11.51,990.79,71.5776,2.19125,142.19784,2.33333,"2008-11-20 00:30"
"45770",11.39,990.82,71.7824,2.2325,138.85971,2.02667,"2008-11-20 00:40"
"45771",11.27,990.96,72.2432,2.225,138.85971,2.25333,"2008-11-20 00:50"
"45772",11.11,991.02,72.96,2.215,152.32734,2.45333,"2008-11-20 01:00"
"45773",10.89,991.09,73.984,2.20125,150.2554,2.52,"2008-11-20 01:10"
"45774",10.68,991.09,75.1616,2.2125,133.79496,2.24,"2008-11-20 01:20"
"45775",10.73,991.09,75.3152,2.245,136.78777,2.32,"2008-11-20 01:30"
"45776",10.73,991.15,74.9056,2.17625,134.14029,2.21333,"2008-11-20 01:40"
"45777",10.69,991.19,75.2128,2.215,141.27698,2.33333,"2008-11-20 01:50"
"45778",10.61,991.22,75.2128,2.2275,144.15468,2.6,"2008-11-20 02:00"
"45779",10.51,991.22,74.8544,2.2275,149.33453,2.01333,"2008-11-20 02:10"
"45780",10.46,991.29,74.0352,2.24875,124.81655,1.53333,"2008-11-20 02:20"
"45781",10.31,991.36,74.3424,2.255,114.80216,1.28,"2008-11-20 02:30"
"45782",10.31,991.42,73.2672,2.22875,110.31295,1.24,"2008-11-20 02:40"
"45783",9.7,991.45,76.3392,2.23125,127.11871,1.52,"2008-11-20 02:50"
"45784",9.71,991.49,76.288,2.23625,129.9964,2.06667,"2008-11-20 03:00"
"45785",9.54,991.59,76.544,2.2725,128.38489,2.22667,"2008-11-20 03:10"
"45786",9.71,991.62,74.7008,2.25875,127.57914,1.81333,"2008-11-20 03:20"
"45787",9.73,991.62,74.496,2.28375,113.76619,1.66667,"2008-11-20 03:30"
"45788",9.82,991.62,73.8304,2.25375,118.83093,1.33333,"2008-11-20 03:40"
"45789",10.21,991.56,72.2432,2.255,112.61511,1.57333,"2008-11-20 03:50"
"45790",9.9,991.59,73.5232,2.2375,256.03957,1.41333,"2008-11-20 04:00"
"45791",10,991.62,73.216,2.26625,93.04676,1.69333,"2008-11-20 04:10"
"45792",10.11,991.65,73.5744,2.24625,106.6295,1.65333,"2008-11-20 04:20"
"45793",10.46,991.69,71.6288,2.27375,332.1259,1.18667,"2008-11-20 04:30"
"45794",9.91,991.78,73.216,2.2325,98.45683,0.64,"2008-11-20 04:40"
"45795",10.03,991.75,72.8576,2.27,116.06834,1.28,"2008-11-20 04:50"
"45796",10.16,991.82,71.68,2.25875,218.6295,1.50667,"2008-11-20 05:00"
"45797",9.5,991.89,74.1888,2.2225,123.89568,1.77333,"2008-11-20 05:10"
"45798",8.82,992.02,77.6704,2.235,124.47122,2.18667,"2008-11-20 05:20"
"45799",9,992.12,78.1824,2.29,137.36331,1.72,"2008-11-20 05:30"
"45800",9.13,992.18,75.8784,2.25625,108.35612,1.41333,"2008-11-20 05:40"
"45801",9.37,992.25,74.7008,2.26625,121.36331,1.2,"2008-11-20 05:50"
"45802",9.79,992.29,72.5504,2.27625,80.38489,1.62667,"2008-11-20 06:00"
"45803",10.21,992.35,69.9392,2.23,81.53597,1.69333,"2008-11-20 06:10"
"45804",10.01,992.42,70.1952,2.2175,113.65108,1.2,"2008-11-20 06:20"
"45805",9.39,992.45,73.3696,2.265,116.41367,2,"2008-11-20 06:30"
"45806",9.37,992.55,74.24,2.2525,151.7518,1.74667,"2008-11-20 06:40"
"45807",9.63,992.55,72.3968,2.2575,124.24101,2.14667,"2008-11-20 06:50"
"45808",9.64,992.65,72.4992,2.26125,120.09712,1.50667,"2008-11-20 07:00"
"45809",9.95,992.75,71.2704,2.28375,149.33453,2.30667,"2008-11-20 07:10"
"45810",10.56,992.92,68.5056,2.2925,173.6223,2.77333,"2008-11-20 07:20"
"45811",10.46,993.02,68.9152,2.26,151.06115,1.53333,"2008-11-20 07:30"
"45812",10.44,993.08,69.2736,2.25625,147.49281,2.48,"2008-11-20 07:40"
"45813",10.52,993.18,69.1712,2.22625,146.91727,2.41333,"2008-11-20 07:50"
"45814",10.52,993.42,69.3248,2.26625,129.65108,2.2,"2008-11-20 08:00"
"45815",10.88,993.52,67.84,2.24,140.01079,2.17333,"2008-11-20 08:10"
"45816",10.74,993.62,68.8128,2.2575,146.22662,2.25333,"2008-11-20 08:20"
"45817",10.8,993.72,68.864,2.19375,128.96043,2.56,"2008-11-20 08:30"
"45818",11.66,993.82,64.8704,2.79,147.03237,2.44,"2008-11-20 08:40"
"45819",12.16,993.91,64.1024,12.63,125.73741,2.58667,"2008-11-20 08:50"
"45820",12.67,994.02,62.3616,81.84,142.19784,2.16,"2008-11-20 09:00"
"45821",13.14,994.08,60.672,7.47,121.82374,2.13333,"2008-11-20 09:10"
"45822",13.5,994.08,59.1872,72.32,204.1259,1.92,"2008-11-20 09:20"
"45823",13.73,994.15,58.112,70.08,192.61511,1.81333,"2008-11-20 09:30"
"45824",13.96,994.25,57.2416,137.76,214.2554,1.61333,"2008-11-20 09:40"
"45825",14.23,994.22,57.2928,136.56,205.16187,1.16,"2008-11-20 09:50"
"45826",14.39,994.21,55.3984,136.56,269.04676,1.46667,"2008-11-20 10:00"
"45827",14.3,994.15,55.6032,67.84,196.64389,2.02667,"2008-11-20 10:10"
"45828",14.53,994.15,55.04,135.28,247.06115,1.6,"2008-11-20 10:20"
"45829",14.71,994.15,55.2448,156,264.90288,1.37333,"2008-11-20 10:30"
"45830",14.65,994.08,55.8592,142.88,216.32734,2.17333,"2008-11-20 10:40"
"45831",14.92,993.95,54.8352,150.48,262.48561,1.72,"2008-11-20 10:50"
"45832",15.08,993.85,55.7568,157.52,206.31295,2.6,"2008-11-20 11:00"
"45833",15,993.72,57.1392,162,293.91007,4.05333,"2008-11-20 11:10"
"45834",15.22,993.75,57.1392,158.16,251.89568,3.53333,"2008-11-20 11:20"
"45835",15.39,993.58,55.6544,159.28,222.19784,3.41333,"2008-11-20 11:30"
"45836",15.48,993.52,55.552,153.2,254.88849,4.01333,"2008-11-20 11:40"
"45837",15.71,993.38,54.0672,152.64,257.30575,3.46667,"2008-11-20 11:50"
"45838",15.9,993.35,52.5824,150.48,243.83813,4.25333,"2008-11-20 12:00"
"45839",15.89,993.25,53.6064,157.2,194.57194,4.02667,"2008-11-20 12:10"
"45840",16.22,993.18,51.9168,164.48,209.19065,3.28,"2008-11-20 12:20"
"45841",16.14,993.15,54.2208,2.035,261.67986,4.29333,"2008-11-20 12:30"
"45842",16.18,993.05,53.6064,2.025,244.29856,3.98667,"2008-11-20 12:40"
"45843",16.28,992.95,53.6576,2.01375,212.29856,3.49333,"2008-11-20 12:50"
"45844",16.48,992.92,53.9648,1.9975,255.0036,3.78667,"2008-11-20 13:00"
"45845",16.44,992.75,53.6576,2.00375,221.16187,3.97333,"2008-11-20 13:10"
"45846",16.33,992.65,53.8112,2.02625,193.19065,4.33333,"2008-11-20 13:20"
"45847",16.43,992.65,54.016,2.0125,200.44245,4.36,"2008-11-20 13:30"
"45848",16.68,992.58,54.528,2.03,216.90288,3.53333,"2008-11-20 13:40"
"45849",16.8,992.38,53.248,2.0425,163.03237,4.18667,"2008-11-20 13:50"
"45850",16.62,992.38,54.272,2.02,268.47122,4.22667,"2008-11-20 14:00"
"45851",16.66,992.29,53.6064,2.06,244.64389,4,"2008-11-20 14:10"
"45852",16.86,992.25,53.1968,2.0075,230.48561,3.68,"2008-11-20 14:20"
"45853",16.72,992.25,53.2992,2.0325,255.92446,4.46667,"2008-11-20 14:30"
"45854",16.6,992.29,54.2208,2.055,252.81655,4.78667,"2008-11-20 14:40"
"45855",16.83,992.22,53.8624,2.07,224.73022,3.77333,"2008-11-20 14:50"
"45856",16.67,992.18,54.3232,2.05125,225.88129,4.32,"2008-11-20 15:00"
"45857",16.67,992.15,54.272,2.03625,220.01079,4.04,"2008-11-20 15:10"
"45858",16.74,992.09,53.4528,2.08125,231.86691,3.74667,"2008-11-20 15:20"
"45859",16.66,992.02,53.248,2.06,221.50719,4.16,"2008-11-20 15:30"
"45860",16.49,992.12,53.6576,2.0975,203.08993,4.36,"2008-11-20 15:40"
"45861",16.51,992.09,53.504,2.1075,243.72302,4.26667,"2008-11-20 15:50"
"45862",16.43,992.09,54.016,2.075,209.76619,4.02667,"2008-11-20 16:00"
"45863",16.32,992.09,54.016,2.11125,213.44964,4.12,"2008-11-20 16:10"
"45864",16.18,992.22,54.9888,2.16,230.48561,3.85333,"2008-11-20 16:20"
"45865",15.99,992.25,55.6032,2.1125,222.77338,3.90667,"2008-11-20 16:30"
"45866",15.67,992.22,57.4464,2.1575,187.66547,3.89333,"2008-11-20 16:40"
"45867",15.41,992.25,59.0848,2.17875,186.7446,3.4,"2008-11-20 16:50"
"45868",15.16,992.38,60.3648,2.1625,212.41367,3.05333,"2008-11-20 17:00"
"45869",15.01,992.42,60.7232,2.21875,254.31295,3.06667,"2008-11-20 17:10"
"45870",14.97,992.25,60.8256,2.1775,209.30576,3.85333,"2008-11-20 17:20"
"45871",14.88,992.29,60.6208,2.22125,236.47122,3.74667,"2008-11-20 17:30"
"45872",14.72,992.38,61.0816,2.21125,242.91727,2.88,"2008-11-20 17:40"
"45873",14.6,992.45,61.6448,2.24,242.91727,2.70667,"2008-11-20 17:50"
"45874",14.59,992.52,61.0816,2.22375,224.84532,2.86667,"2008-11-20 18:00"
"45875",14.51,992.55,61.5424,2.22375,192.5,3.21333,"2008-11-20 18:10"
"45876",14.52,992.58,61.0304,2.23375,224.15468,3.22667,"2008-11-20 18:20"
"45877",14.54,992.55,60.4672,2.20875,201.36331,3.66667,"2008-11-20 18:30"
"45878",14.43,992.55,61.3376,2.2425,236.35611,3.08,"2008-11-20 18:40"
"45879",14.4,992.58,61.3376,2.2375,214.83094,2.62667,"2008-11-20 18:50"
"45880",14.22,992.68,62.0032,2.23125,228.52878,1.96,"2008-11-20 19:00"
"45881",14.22,992.82,61.9008,2.1825,168.78777,2.70667,"2008-11-20 19:10"
"45882",14.1,992.82,62.3616,2.1975,217.36331,2.88,"2008-11-20 19:20"
"45883",14.07,992.95,63.1808,2.20625,202.6295,3.13333,"2008-11-20 19:30"
"45884",14.04,992.85,63.8976,2.2025,178.45684,2.98667,"2008-11-20 19:40"
"45885",14.14,992.92,63.7952,2.2325,217.93885,3.42667,"2008-11-20 19:50"
"45886",14.23,992.88,64.1024,2.23375,225.88129,3.98667,"2008-11-20 20:00"
"45887",14.18,992.89,64.3584,2.2425,239.0036,3.94667,"2008-11-20 20:10"
"45888",14.16,992.95,64.256,2.2125,208.84532,4.14667,"2008-11-20 20:20"
"45889",14.15,992.82,64.6144,2.20125,210.11151,3.98667,"2008-11-20 20:30"
"45890",14.07,992.82,66.048,2.185,189.50719,3.64,"2008-11-20 20:40"
"45891",13.93,992.85,66.9184,2.19625,192.61511,2.8,"2008-11-20 20:50"
"45892",13.88,992.75,67.6352,2.21375,220.1259,3.42667,"2008-11-20 21:00"
"45893",13.88,992.78,67.4304,2.21875,199.7518,3.50667,"2008-11-20 21:10"
"45894",13.79,992.75,67.6352,2.23,195.83813,3.05333,"2008-11-20 21:20"
"45895",13.75,992.82,67.9424,2.22,209.19065,3.36,"2008-11-20 21:30"
"45896",13.62,992.85,68.9152,2.1975,207.80935,3.34667,"2008-11-20 21:40"
"45897",13.59,992.78,68.7104,2.23375,222.77338,3.52,"2008-11-20 21:50"
"45898",13.59,992.65,68.4544,2.21875,224.84532,3.42667,"2008-11-20 22:00"
"45899",13.54,992.62,69.2224,2.21125,178.80216,3.14667,"2008-11-20 22:10"
"45900",13.42,992.65,70.4512,2.2525,163.14748,3.01333,"2008-11-20 22:20"
"45901",13.43,992.65,70.6048,2.23375,164.29856,3.17333,"2008-11-20 22:30"
"45902",13.23,992.65,71.424,2.22625,195.83813,2.54667,"2008-11-20 22:40"
"45903",13.22,992.65,70.5024,2.21625,192.38489,2.97333,"2008-11-20 22:50"
"45904",13.2,992.58,69.0688,2.21875,201.70863,3.26667,"2008-11-20 23:00"
"45905",13.25,992.62,68.1472,2.235,184.32734,3.22667,"2008-11-20 23:10"
"45906",13.17,992.58,67.4816,2.225,173.39209,2.64,"2008-11-20 23:20"
"45907",13.07,992.55,67.4816,2.2275,167.52158,2.56,"2008-11-20 23:30"
"45908",13.01,992.55,67.4304,2.2,188.47122,2.8,"2008-11-20 23:40"
"45909",12.82,992.45,67.7376,2.235,187.78058,2.32,"2008-11-20 23:50"
"45910",12.95,992.32,67.4304,2.255,223.80935,3.17333,"2008-11-21 00:00"
"45911",13.05,992.35,67.7888,2.25375,176.84532,3.08,"2008-11-21 00:10"
"45912",13.12,992.28,68.096,2.2125,174.31295,3.42667,"2008-11-21 00:20"
"45913",13.17,992.18,67.9936,2.28,199.06115,3.30667,"2008-11-21 00:30"
"45914",13.11,992.05,68.5056,2.2325,192.5,3.42667,"2008-11-21 00:40"
"45915",13.16,992.05,68.1472,2.225,193.19065,3.72,"2008-11-21 00:50"
"45916",13.35,992.05,67.4304,2.2175,194.45684,4.48,"2008-11-21 01:00"
"45917",13.44,992.05,67.7376,2.20625,211.60791,3.94667,"2008-11-21 01:10"
"45918",13.42,991.98,68.9152,2.2175,180.52878,4.21333,"2008-11-21 01:20"
"45919",13.44,991.98,69.4784,2.21125,141.50719,4.04,"2008-11-21 01:30"
"45920",13.46,991.89,69.9904,2.15875,178.34173,4.85333,"2008-11-21 01:40"
"45921",13.43,991.95,70.144,2.19875,176.84532,4.38667,"2008-11-21 01:50"
"45922",13.26,992.02,70.6048,2.22375,204.35611,3.46667,"2008-11-21 02:00"
"45923",13.27,991.88,70.7072,2.215,175.34892,3.25333,"2008-11-21 02:10"
"45924",13.39,991.85,69.7856,2.21375,235.20504,3.84,"2008-11-21 02:20"
"45925",13.4,991.78,69.7856,2.2375,166.2554,3.21333,"2008-11-21 02:30"
"45926",13.41,991.72,70.0928,2.22125,168.67266,4.18667,"2008-11-21 02:40"
"45927",13.42,991.62,70.4512,2.24125,171.78058,3.98667,"2008-11-21 02:50"
"45928",13.42,991.55,71.2192,2.25,172.1259,4.22667,"2008-11-21 03:00"
"45929",13.32,991.55,72.3456,2.20125,180.29856,3.4,"2008-11-21 03:10"
"45930",13.31,991.49,73.0112,2.2375,143.46403,3.36,"2008-11-21 03:20"
"45931",13.32,991.49,73.3696,2.195,157.04676,3.85333,"2008-11-21 03:30"
"45932",13.25,991.42,73.5232,2.2175,176.15468,3.85333,"2008-11-21 03:40"
"45933",13.21,991.42,73.0624,2.19625,177.42086,3.30667,"2008-11-21 03:50"
"45934",13.24,991.32,72.704,2.22,189.16187,2.57333,"2008-11-21 04:00"
"45935",13.1,991.25,73.1648,2.225,187.55036,2.42667,"2008-11-21 04:10"
"45936",13.07,991.16,73.3184,2.19625,180.64389,2.36,"2008-11-21 04:20"
"45937",13.01,991.02,73.9328,2.15875,161.88129,2.8,"2008-11-21 04:30"
"45938",13.06,990.89,73.984,2.2475,192.61511,2.6,"2008-11-21 04:40"
"45939",12.98,990.89,74.7008,2.20125,192.61511,2.50667,"2008-11-21 04:50"
"45940",12.89,990.69,75.4688,2.19875,147.95324,2.98667,"2008-11-21 05:00"
"45941",13,990.56,76.3904,2.23125,190.54316,2.81333,"2008-11-21 05:10"
"45942",12.86,990.49,78.08,2.22375,161.65108,2.61333,"2008-11-21 05:20"
"45943",13.11,990.52,78.8992,2.2425,174.19784,3.08,"2008-11-21 05:30"
"45944",13.37,990.52,79.2064,2.22875,209.65108,3.37333,"2008-11-21 05:40"
"45945",13.47,990.39,79.5648,2.2225,190.19784,3.56,"2008-11-21 05:50"
"45946",13.5,990.35,79.4624,2.2125,172.93166,2.97333,"2008-11-21 06:00"
"45947",13.34,990.22,80.2816,2.24125,172.1259,2.74667,"2008-11-21 06:10"
"45948",13.17,990.19,81.5616,2.2225,178.11151,3.58667,"2008-11-21 06:20"
"45949",13.17,990.32,82.176,2.23,172.1259,3.45333,"2008-11-21 06:30"
"45950",13.23,990.52,82.5856,2.22625,164.41367,3.05333,"2008-11-21 06:40"
"45951",13.44,990.45,81.8176,2.2175,158.42806,2.92,"2008-11-21 06:50"
"45952",13.44,990.36,81.6128,2.19125,190.54316,2.24,"2008-11-21 07:00"
"45953",13.39,990.29,81.5616,2.1875,194.91727,2.62667,"2008-11-21 07:10"
"45954",13.42,990.25,81.8176,2.21,179.49281,3.02667,"2008-11-21 07:20"
"45955",13.41,990.39,81.9712,2.21,146.45684,2.38667,"2008-11-21 07:30"
"45956",13.4,990.42,81.92,2.21125,135.40648,2.18667,"2008-11-21 07:40"
"45957",13.41,990.49,82.4832,2.19875,137.36331,1.81333,"2008-11-21 07:50"
"45958",13.41,990.49,82.8416,2.19625,134.83094,1.68,"2008-11-21 08:00"
"45959",13.15,990.39,83.5584,2.19375,143.23381,2.24,"2008-11-21 08:10"
"45960",13.22,990.36,84.5824,2.18625,158.65827,2.34667,"2008-11-21 08:20"
"45961",13.35,990.29,84.5824,2.1625,156.01079,1.81333,"2008-11-21 08:30"
"45962",13.53,990.25,83.968,2.17,138.16906,2.16,"2008-11-21 08:40"
"45963",13.93,990.36,82.5344,2.14625,171.55036,1.68,"2008-11-21 08:50"
"45964",14.5,990.36,80.1792,2.0975,183.98201,1.6,"2008-11-21 09:00"
"45965",14.91,990.36,76.8512,170.64,169.13309,1.86667,"2008-11-21 09:10"
"45966",15.15,990.29,73.1136,85.84,181.56475,2.38667,"2008-11-21 09:20"
"45967",15.57,990.09,70.912,387.2,262.71583,2.13333,"2008-11-21 09:30"
"45968",15.63,989.92,70.9632,215.84,212.29856,2.4,"2008-11-21 09:40"
"45969",15.33,989.99,71.3728,2.04625,169.13309,1.96,"2008-11-21 09:50"
"45970",15.13,990.12,71.3728,2.1175,215.52158,1.84,"2008-11-21 10:00"
"45971",15.28,989.99,71.0656,2.09625,199.7518,1.28,"2008-11-21 10:10"
"45972",15.64,989.96,67.84,147.12,233.93885,2,"2008-11-21 10:20"
"45973",16.08,989.82,64.6656,183.2,209.07554,2.62667,"2008-11-21 10:30"
"45974",16.17,989.52,62.1056,165.68,180.64389,3.08,"2008-11-21 10:40"
"45975",16.45,989.43,61.7984,198.56,210.34173,2.97333,"2008-11-21 10:50"
"45976",16.51,989.26,62.464,218.48,195.72302,3.09333,"2008-11-21 11:00"
"45977",16.61,988.99,61.696,81.92,221.39209,3.06667,"2008-11-21 11:10"
"45978",16.88,988.79,60.3648,85.28,160.03957,3.54667,"2008-11-21 11:20"
"45979",17.06,988.56,59.8016,166.16,223.46403,3.26667,"2008-11-21 11:30"
"45980",17.28,988.36,58.5728,1.95625,195.83813,3.26667,"2008-11-21 11:40"
"45981",17.3,988.23,57.7536,101.28,257.30575,3.04,"2008-11-21 11:50"
"45982",17.41,988.09,58.6752,2.53625,222.88849,2.96,"2008-11-21 12:00"
"45983",17.54,987.96,58.112,4.29875,215.86691,3,"2008-11-21 12:10"
"45984",17.65,987.76,57.4464,104,226.45684,2.82667,"2008-11-21 12:20"
"45985",17.74,987.59,56.8832,1.96,178.34173,3.22667,"2008-11-21 12:30"
"45986",17.69,987.26,56.9856,1.98625,212.29856,3.24,"2008-11-21 12:40"
"45987",17.69,987.06,56.7808,1.99375,151.98201,3.49333,"2008-11-21 12:50"
"45988",17.85,986.93,57.088,2.02625,209.07554,2.86667,"2008-11-21 13:00"
"45989",17.94,986.59,56.32,1.97875,224.73022,3.21333,"2008-11-21 13:10"
"45990",18.14,986.43,55.6032,1.98125,131.60791,2.98667,"2008-11-21 13:20"
"45991",18.28,986.19,55.5008,1.98875,222.77338,2.62667,"2008-11-21 13:30"
"45992",18.38,986.06,54.4768,1.97,212.18345,2.65333,"2008-11-21 13:40"
"45993",18.48,985.83,54.272,2.02625,212.41367,2.29333,"2008-11-21 13:50"
"45994",18.5,985.66,54.272,2.5625,166.83094,2.86667,"2008-11-21 14:00"
"45995",18.71,985.53,53.504,2.00375,193.53597,3,"2008-11-21 14:10"
"45996",18.72,985.36,54.1184,2.035,220.58633,3.09333,"2008-11-21 14:20"
"45997",18.84,985.1,54.3744,2.0075,217.93885,2.85333,"2008-11-21 14:30"
"45998",19.07,984.96,54.7328,2.00125,157.16187,2.81333,"2008-11-21 14:40"
"45999",19.07,984.8,54.6304,2.02,174.65827,3.34667,"2008-11-21 14:50"
"46000",19.02,984.76,53.6064,2.01875,191.0036,4,"2008-11-21 15:00"
"46001",19.09,984.63,53.248,2.025,222.54316,3.89333,"2008-11-21 15:10"
"46002",19.01,984.47,53.8624,2.0725,211.03237,3.86667,"2008-11-21 15:20"
"46003",19.01,984.4,53.4016,2.03625,178.57194,3.6,"2008-11-21 15:30"
"46004",19.06,984.37,53.504,2.04625,250.85971,3.09333,"2008-11-21 15:40"
"46005",18.95,984.26,52.8384,2.03875,171.20504,3.68,"2008-11-21 15:50"
"46006",18.87,984.3,52.6336,2.04625,170.85971,3.46667,"2008-11-21 16:00"
"46007",18.83,984.3,52.7872,2.055,200.21223,2.69333,"2008-11-21 16:10"
"46008",18.56,984.2,53.3504,2.05625,207.69424,3.28,"2008-11-21 16:20"
"46009",18.48,984.17,54.272,2.09375,200.55755,2.18667,"2008-11-21 16:30"
"46010",18.35,984.03,54.3744,2.10125,204.93166,1.78667,"2008-11-21 16:40"
"46011",17.95,983.9,55.3984,2.12625,184.78777,2.57333,"2008-11-21 16:50"
"46012",17.44,983.76,57.2928,2.12375,177.53597,1.94667,"2008-11-21 17:00"
"46013",17.05,983.7,58.5216,2.14625,185.47842,2.32,"2008-11-21 17:10"
"46014",16.67,983.73,59.8528,2.1125,162.34173,1.29333,"2008-11-21 17:20"
"46015",16.12,983.7,61.3376,2.15875,139.43525,1.90667,"2008-11-21 17:30"
"46016",15.63,983.63,62.976,2.1675,145.9964,2.30667,"2008-11-21 17:40"
"46017",15.41,983.46,63.9488,2.18125,151.86691,2.24,"2008-11-21 17:50"
"46018",15.23,983.4,64.6656,2.1625,136.44245,2.66667,"2008-11-21 18:00"
"46019",15.41,983.3,64,2.16875,141.39209,2.94667,"2008-11-21 18:10"
"46020",15.62,983.23,62.6176,2.18375,148.8741,2.54667,"2008-11-21 18:20"
"46021",15.6,983.23,62.6688,2.185,145.07554,2.44,"2008-11-21 18:30"
"46022",15.52,983.17,63.1296,2.17125,134.2554,2.16,"2008-11-21 18:40"
"46023",15.53,983.13,63.1296,2.16125,135.52158,2.17333,"2008-11-21 18:50"
"46024",15.6,983.2,62.8736,2.195,142.65827,2.49333,"2008-11-21 19:00"
"46025",15.39,983.1,64.256,2.21125,159.80935,2.36,"2008-11-21 19:10"
